Age,Author,Author_Info,Binding,Brand,Dimensions (L X B X H),Edition,Editor,Exam,Group,Image,Imprint,ISBN_10,ISBN_13,Language,Model,Name,Pages,Price,Product_Code_1,Product_Code_2,Publication_Month,Publication_Year,Publisher,Series_Name,Type,Unique_Id,University,Weight_Gram
,['Nikolai Gogol'],,Hardcover,Knopf Doubleday Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780307269690_44120/0x1920/70/6.jpg,Everyman's Library,307269698,9780307269690,English,6999,The Collected Tales,,1698,9780307269690_44120,12583022,,2008,,,Bestseller Books,5da39cb7402736537d479ce68298c4db,,500
,['Paulo Coelho'],,Paperback,,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007839438_27830/0x1920/70/0.jpeg,,783943,9780007839438,English,439730,The Delux Collection,,2999,9780007839438_27830,49457846,,2008,Harpercollins,,Bestseller Books,3eab7cdec9d2058324e397ff71544fef,,
,['Edith Wharton'],,Others,RHUS (RS),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553213201_44120/0x1920/70/0.jpg,Bantam Classics,553213202,9780553213201,English,8684,The House Of Mirth,,320,9780553213201_44120,10040197,,1984,CRC Press,,Bestseller Books,9f96c0f23b10e87d7a3349490ba8a770,,500
,['Jules Verne'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780812972122_44120/0x1920/70/0.jpg,Modern Library,812972120,97812,English,8095,The Mysterious Island,,460,9780812972122_44120,10046277,,2004,CRC Press,,Bestseller Books,ac08ba2ff365e9dc5eeb00206f3aced2,,500
,['Charles Dickens'],,Paperback,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780812980455_44120/0x1920/70/0.jpg,Modern Library,81298045,9780812980455,English,8095,The Mystery Of Edwin Drood,,648,9780812980455_44120,14455084,,2009,Random House Publishing Group,,Bestseller Books,0aa582fca35167e4c6dc8f0ba514da72,,500
,['Mary Mccarthy'],,Paperback,TURNAROUND PUBLISHER SERVICES,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781612192284_44120/0x1920/70/0.jpg,Melville House,1612192289,9781612192284,English,4929,The Oasis,,787,9781612192284_44120,13606321,,2013,TURNAROUND PUBLISHER SERVICES,,Bestseller Books,9e31017fe18020301f40ef0d996cb986,,500
,['London'],,Others,Pan MacMilan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780812505122_44120/0x1920/70/0.jpg,,812505123,,Others,95818,White Fang,224,323,9780812505122_44120,13633088,,1989,Pan MacMilan,,Bestseller Books,1248ee31a34a042edf460f57a674e579,,500
,['Kathy Reichs'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780099441472_193994/0x1920/70/0.jpg,Arrow Books Ltd,99441470,9780099441472,English,4244,Bare Bones,448,599,9780099441472_193994,46782969,,2004,Random House,,Bestseller Books,931c719a4fcfd98439d8b56b78f4e72b,,237
,['J D Robb'],,Hardcover,Penguin,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780399164446_44120/0x1920/70/0.jpg,Putnam,399164448,9780399164446,English,4116,Festive In Death,400,1790,9780399164446_44120,13663295,,2014,Penguin,,Bestseller Books,4103d9bd30db0f74a895eb9ed16e9cfa,,500
,"[""Zac O'Yeah""]",,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789382616665_23843/0x1920/70/0.jpg,,9382616667,9789382616665,English,4117,Mr Majestic,360,350,9789382616665_23843,45909089,,2015,Pan Macmillan,,Bestseller Books,93eb50eb747d4d66a655344efea52a21,,500
,['James Patterson'],,Paperback,Arrow,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780099570776_154876/0x1920/70/0.jpg,Arrow,99570777,9780099570776,English,1442,Now You See Her,496,399,9780099570776_154876,32877258,,2012,Arrow,,Bestseller Books,330889fdde8201febab5be7165d19c55,,256
,['Tom Clancy'],,Paperback,Harper Collins,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780006471165_193994/0x1920/70/0.jpg,Harpercollins Publishers Ltd,6471161,9780006471165,English,5790,Sum Of All Fears,1040,499,9780006471165_193994,46782019,,1992,Harper Collins,,Bestseller Books,c7c573cc8d96a211aabc7b5779ebced9,,544
,['David Baldacci'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447277835_30212/0x1920/70/0.jpg,Macmillan,144727783,9781447277835,English,439730,The Last Mile,352,599,9781447277835_30212,44572036,,2016,Macmillan,,Bestseller Books,beb2b9919779b81f0c76a50bcc668345,,500
,['Tony Parsons'],,Paperback,Random House,,,Selina Walker,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781784750824_21345/0x1920/70/0.jpg,Arrow,1784750824,9781784750824,English,4244,The Murder Bag,464,399,9781784750824_21345,51087348,,2015,Pan Macmillan India,,Bestseller Books,3829281af46cf9f446fc53ec891870e8,,500
,['L. J. Smith'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781444900729_193994/0x1920/70/0.jpg,Hodder Children'S Books,1444900722,9781444900729,English,439730,The Vampire Diaries: 3: The Fury,432,499,9781444900729_193994,46783763,,2011,Hachette Children's Books,The Vampire Diaries,Bestseller Books,70fba073e68a7137a1e29bff85adb972,,300
,['J. K. Rowling'],,Paperback,Surendra Publications,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781408855676_27830/0x1920/70/0.jpg,,1408855674,97814112,English,3906,Harry Potter And The Prisoner Of Azkaban,320,499,9781408855676_27830,5099307,,2014,BLOOMSBURY,,Bestseller Books,47c426130b3a1f2abd8f9993b5ac8b76,,500
9-12 Year,['Jude Watson'],,Hardcover,SCHOLASTIC (RS),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780545298407_97246/0x1920/70/0.jpg,,545298407,9780545298407,English,3507,The 39 Clues: Cahills VS Vespers: A Kings Ransom (Book 2),190,525,9780545298407_97246,23083613,,2011,SCHOLASTIC (RS),THE 39 CLUES,Bestseller Books,3fcb63e5117a2432ab8c2fece5581ec6,,299
,['Stieg Larsson'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781906694159_193994/0x1920/70/0.jpg,,190669415,9781906694159,English,439730,The Girl Who Played With Fire,649,499,9781906694159_193994,46787120,,2009,Quercus Publisher,The Millennium Trilogy,Bestseller Books,3e6cf96bc99bcbc9471d02f8ecc58a2c,,341
,['Raymond Feist'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553263282_44120/0x1920/70/0.jpg,Spectra,553263285,9780553263282,English,8095,A Darkness At Sethanon,,462,9780553263282_44120,11461975,,1987,Random House Publishing Group,,Bestseller Books,84f5829d6bea5e46659109ffc174bb00,,500
,['Mary Jo Putney'],,Others,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345476920_20822/0x1920/70/0.jpg,Del Rey,345476921,9780345476920,,439730,A Distant Magic,,399,9780345476920_20822,48374009,,2008,Del Rey,,Bestseller Books,860ab0d647b25d7d4f59faa561ba938b,,500
,['George R R Martin'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345543981_44120/0x1920/70/0.jpg,Bantam,34554398,97812,English,4244,A Storm Of Swords (HBO Tie-In Edition): A Song Of Ice And Fire: Book Three,,958,9780345543981_44120,10045619,,2013,CRC Press,,Bestseller Books,34046f9c7178f954316e906245bb1534,,500
,['Margaret Weis'],,Others,Wizards Of The Coast Publishing,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780786950669_44120/0x1920/70/0.jpg,Wizards Of The Coast,786950668,9780786950669,English,12049,Amber And Blood,,462,9780786950669_44120,11466558,,2008,Wizards Of The Coast Publishing,,Bestseller Books,4ea7f18723609b820122ed0fd0348486,,500
,['Karen Marie Moning'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440240990_44120/0x1920/70/0.jpg,Dell,440240999,9780440240990,English,8095,Bloodfever,,462,9780440240990_44120,13593776,,2008,Random House Publishing Group,,Bestseller Books,76985dc47967fc72034ffed0991bc031,,500
,['Karen Marie Moning'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440240983_44120/0x1920/70/0.jpg,Dell Books,440240980,9780440240983,English,4244,Darkfever,,462,9780440240983_44120,13613837,,2007,Random House,,Bestseller Books,fccd9f890db53b27ba03582c6fe695a7,,500
,['Laurell K Hamilton'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345495976_44120/0x1920/70/0.jpg,Ballantine Books,345495977,9780345495976,English,8095,Divine Misdemeanors,,462,9780345495976_44120,13618438,,2010,Random House Publishing Group,,Bestseller Books,4ca1c23e34907279ca56ded70d93a031,,500
,['Karen Marie Moning'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440244400_44120/0x1920/70/0.jpg,Dell,440244404,9780440244400,English,8095,Dreamfever,,462,9780440244400_44120,12136637,,2010,,,Bestseller Books,5008c607ab3debde35aebe43a1764796,,500
,['Karen Marie Moning'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440244394_44120/0x1920/70/0.jpeg,Dell Books,440244390,9780440244394,English,4244,Faefever,,462,9780440244394_44120,13598576,,2009,Random House,,Bestseller Books,7da387bc1df3becae9454d6a58bb5739,,500
,['JEFFREY ARCHER'],,Paperback,PAN BOOKS LTD,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330518895_95907/0x1920/70/0.jpg,,330518895,9780330518895,English,4947,Honour Among Thieves,200,399,9780330518895_95907,23069084,,2010,PAN BOOKS LTD,,Bestseller Books,a5a5086ae1128b6eecd24374ffee593e,,500
,['Charlaine Harris'],,Paperback,Pengu,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780441018246_44120/0x1920/70/0.jpg,,441018246,9780441018246,English,138792,Living Dead In Dallas,304,462,9780441018246_44120,13614257,,2009,Pengu,,Bestseller Books,a18c2e1421d2ffd57991f2fe97d5453f,,500
,,,Paperback,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007520619_158754/0x1920/70/0.jpg,,,9780007520619,Others,12961,Manuscript Found In Accra,,893,9780007520619_158754,44782889,,2014,,,Bestseller Books,dc412dd82430786dd6006781fa4d2578,,500
,['Laurell K Hamilton'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345443618_44120/0x1920/70/0.jpg,Ballantine Books,345443616,9780345443618,English,4244,Mistral's Kiss,,462,9780345443618_44120,13559009,,2007,Random House,,Bestseller Books,ae5743b893be312e8959585b086404b7,,500
,['Michael Reaves'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345423382_20822/0x1920/70/0.jpg,Del Rey,345423380,9780345423382,English,8095,Mr. Twilight,,399,9780345423382_20822,48374849,,2006,Random House Publishing Group,,Bestseller Books,87b4c4a893d5ec81c16382c2dd773e66,,500
,['Raymond Feist'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553588118_44120/0x1920/70/0.jpg,Spectra,553588117,9780553588118,English,8095,Prince Of The Blood,,462,9780553588118_44120,13559419,,2005,Random House Publishing Group,,Bestseller Books,e679164a4c6722fdf5cb296c3279a111,,500
,['George R R Martin'],,Hardcover,RANDOM HOUSE INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345537263_44120/0x1920/70/0.jpg,Bantam,345537262,9780345537263,English,4271,Rogues,,2288,9780345537263_44120,13796975,,2014,RANDOM HOUSE INDIA,,Bestseller Books,ea31bd7e88cdaaf41bf9238e628796bb,,500
,['Laurell K Hamilton'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345443595_44120/0x1920/70/0.jpg,Fawcett,345443594,9780345443595,English,8095,Seduced By Moonlight,,462,9780345443595_44120,13652319,,2004,Random House Publishing Group,,Bestseller Books,679afb63a4e8fed7ef7441498edc30b9,,500
,['Karen Marie Moning'],,Others,RANDOM HOUSE INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440244417_44120/0x1920/70/0.jpg,Dell Books,440244412,9780440244417,English,4271,Shadowfever,,462,9780440244417_44120,10037977,,2011,CRC Press,,Bestseller Books,4d73d2036efe07b06e4fc3fb5123411a,,500
,['Raymond Feist'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553270549_44120/0x1920/70/0.jpg,Spectra,553270540,9780553270549,English,8095,Silverthorn,,462,9780553270549_44120,13641594,,1993,Random House Publishing Group,,Bestseller Books,c530a1ec30d5fb564a988b0e7cb160fa,,500
,['Laurell K Hamilton'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345495945_44120/0x1920/70/0.jpg,Ballantine Books,345495942,9780345495945,English,4244,Swallowing Darkness,,462,9780345495945_44120,13559257,,2009,Random House,,Bestseller Books,7b9f80df4082aa56762e50d5d0c15a52,,500
,['Raymond Feist'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553563733_44120/0x1920/70/0.jpg,Spectra,553563734,9780553563733,English,8095,The King's Buccaneer,,462,9780553563733_44120,13633780,,1994,Random House Publishing Group,,Bestseller Books,cc922e5737f73e10c2e8f7f58906a49d,,500
,['Amish Tripathi'],,Paperback,Surendra Publications,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789381626603_27830/0x1920/70/12.jpg,,938162660,9789381626603,Hindi,3906,The Secret Of The Nagas,422,225,9789381626603_27830,5105627,,2012,Surendra Publications,,Bestseller Books,a202dc5143e503759a3786cddeafea59,,500
,['Charles De Lint'],,Paperback,Perseus Books Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781616961633_44120/0x1920/70/0.jpg,Basic Books,1616961635,9781616961633,English,4533,The Very Best Of Fantasy and Science Fiction,432,831,9781616961633_44120,10048112,,2014,CRC Press,,Bestseller Books,0c226ef4cebfb6050be120f55028cf3f,,475
,['Patrick Rothfuss'],,Paperback,Hachette Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780575081437_124132/0x1920/70/0.jpg,Gollancz,575081430,9780575081437,English,6940,The Wise Mans Fear: The Kingkiller Chronicle: Book 2,1008,499,9780575081437_124132,31824062,,2012,Hachette Books,The Kingkiller Chronicle,Bestseller Books,f552eaf4570e84ff4ac09cd80015c7a6,,600
,['Mitch Albom'],"Mitch Albom is an author, playwright, and screenwriter who has written seven books, including the international bestseller Tuesdays with Morrie, the bestselling memoir of all time. His first novel, The Five People You Meet in Heaven, was an instant n...View More\n \n Mitch Albom is an author, playwright, and screenwriter who has written seven books, including the international bestseller Tuesdays with Morrie, the bestselling memoir of all time. His first novel, The Five People You Meet in Heaven, was an instant number-one New York Times bestseller that has since sold more than six million copies worldwide. For One More Day, his second novel, was also a #1 New York Times bestseller. Both books were made into acclaimed TV films. Mitch also works as a columnist and a broadcaster, and serves on numerous charitable boards. He lives with his wife, Janine, in Michigan.",Paperback,Hyperion Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781401312855_50156/0x1920/70/0.jpeg,Hyperion,1401312853,9781401312855,English,9358,Time Keeper,224,499,9781401312855_50156,9895520,,2013,AVON BOOKS,,Bestseller Books,85a36047a06321c312455da8def29fb6,,181
,['Ben Aaronovitch'],,Paperback,Hachette Book Publishing,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780575097667_23843/0x1920/70/0.jpg,Gollancz,575097663,9780575097667,English,13811,Whispers Under Ground,432,550,9780575097667_23843,10127354,,2012,CRC Press,,Bestseller Books,5c0eaa4d2c0b76c2b4e56d93ed5564a7,,500
